Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
30,Sat,2012-03-24,,Stoke City,1–1,Manchester City,,,Howard Webb,Match Report,
30,Sat,2012-03-24,,Sunderland,3–1,QPR,,,Mike Jones,Match Report,
30,Sat,2012-03-24,,Swansea City,0–2,Everton,,,Neil Swarbrick,Match Report,
30,Sun,2012-03-25,,West Brom,1–3,Newcastle Utd,,,Chris Foy,Match Report,
30,Mon,2012-03-26,,Manchester Utd,1–0,Fulham,,,Michael Oliver,Match Report,
,,,,,,,,,,,
31,Sat,2012-03-31,,Wigan Athletic,2–0,Stoke City,,,Mark Clattenburg,Match Report,
31,Sat,2012-03-31,,Aston Villa,2–4,Chelsea,,,Lee Mason,Match Report,
31,Sat,2012-03-31,,Everton,2–0,West Brom,,,Peter Walton,Match Report,
31,Sat,2012-03-31,,Fulham,2–1,Norwich City,,,Anthony Taylor,Match Report,
31,Sat,2012-03-31,,Wolves,2–3,Bolton,,,Jon Moss,Match Report,
31,Sat,2012-03-31,,Manchester City,3–3,Sunderland,,,Phil Dowd,Match Report,
31,Sat,2012-03-31,,QPR,2–1,Arsenal,,,Mike Dean,Match Report,
31,Sun,2012-04-01,,Tottenham,3–1,Swansea City,,,Andre Marriner,Match Report,
31,Sun,2012-04-01,,Newcastle Utd,2–0,Liverpool,,,Martin Atkinson,Match Report,
31,Mon,2012-04-02,,Blackburn,0–2,Manchester Utd,,,Howard Webb,Match Report,
,,,,,,,,,,,
32,Fri,2012-04-06,,Swansea City,0–2,Newcastle Utd,,,Howard Webb,Match Report,
32,Sat,2012-04-07,,West Brom,3–0,Blackburn,,,Lee Probert,Match Report,
32,Sat,2012-04-07,,Norwich City,2–2,Everton,,,Andre Marriner,Match Report,
32,Sat,2012-04-07,,Sunderland,0–0,Tottenham,,,Chris Foy,Match Report,
32,Sat,2012-04-07,,Liverpool,1–1,Aston Villa,,,Michael Oliver,Match Report,
32,Sat,2012-04-07,,Stoke City,2–1,Wolves,,,Mark Halsey,Match Report,
32,Sat,2012-04-07,,Chelsea,2–1,Wigan Athletic,,,Mike Jones,Match Report,
32,Sat,2012-04-07,,Bolton,0–3,Fulham,,,Mike Dean,Match Report,
32,Sun,2012-04-08,,Arsenal,1–0,Manchester City,,,Martin Atkinson,Match Report,
32,Sun,2012-04-08,,Manchester Utd,2–0,QPR,,,Lee Mason,Match Report,
,,,,,,,,,,,
33,Mon,2012-04-09,,Fulham,1–1,Chelsea,,,Mark Clattenburg,Match Report,
33,Mon,2012-04-09,,Everton,4–0,Sunderland,,,Kevin Friend,Match Report,
33,Mon,2012-04-09,,Aston Villa,1–1,Stoke City,,,Mike Dean,Match Report,
33,Mon,2012-04-09,,Tottenham,1–2,Norwich City,,,Michael Oliver,Match Report,
33,Mon,2012-04-09,,Newcastle Utd,2–0,Bolton,,,Mike Jones,Match Report,
33,Tue,2012-04-10,,Blackburn,2–3,Liverpool,,,Anthony Taylor,Match Report,
33,Wed,2012-04-11,,Wolves,0–3,Arsenal,,,Neil Swarbrick,Match Report,
33,Wed,2012-04-11,,Wigan Athletic,1–0,Manchester Utd,,,Phil Dowd,Match Report,
33,Wed,2012-04-11,,Manchester City,4–0,West Brom,,,Kevin Friend,Match Report,
33,Wed,2012-04-11,,QPR,3–0,Swansea City,,,Lee Probert,Match Report,
,,,,,,,,,,,
34,Sat,2012-04-14,,Sunderland,0–0,Wolves,,,Mike Jones,Match Report,
34,Sat,2012-04-14,,West Brom,1–0,QPR,,,Jon Moss,Match Report,
34,Sat,2012-04-14,,Norwich City,1–6,Manchester City,,,Chris Foy,Match Report,
34,Sat,2012-04-14,,Swansea City,3–0,Blackburn,,,Mark Clattenburg,Match Report,
34,Sun,2012-04-15,,Manchester Utd,4–0,Aston Villa,,,Mark Halsey,Match Report,
34,Mon,2012-04-16,,Arsenal,1–2,Wigan Athletic,,,Andre Marriner,Match Report,
,,,,,,,,,,,
35,Sat,2012-04-21,,Bolton,1–1,Swansea City,,,Phil Dowd,Match Report,
35,Sat,2012-04-21,,Newcastle Utd,3–0,Stoke City,,,Andre Marriner,Match Report,
35,Sat,2012-04-21,,Blackburn,2–0,Norwich City,,,Kevin Friend,Match Report,
35,Sat,2012-04-21,,Aston Villa,0–0,Sunderland,,,Anthony Taylor,Match Report,
35,Sat,2012-04-21,,QPR,1–0,Tottenham,,,Mark Clattenburg,Match Report,
35,Sat,2012-04-21,,Arsenal,0–0,Chelsea,,,Mike Dean,Match Report,
35,Sat,2012-04-21,,Fulham,2–1,Wigan Athletic,,,Lee Mason,Match Report,
35,Sun,2012-04-22,,Wolves,0–2,Manchester City,,,Lee Probert,Match Report,
35,Sun,2012-04-22,,Manchester Utd,4–4,Everton,,,Mike Jones,Match Report,
35,Sun,2012-04-22,,Liverpool,0–1,West Brom,,,Neil Swarbrick,Match Report,
,,,,,,,,,,,
29,Tue,2012-04-24,,Aston Villa,1–2,Bolton,,,Chris Foy,Match Report,
,,,,,,,,,,,
36,Sat,2012-04-28,,Wigan Athletic,4–0,Newcastle Utd,,,Mike Dean,Match Report,
36,Sat,2012-04-28,,Swansea City,4–4,Wolves,,,Jon Moss,Match Report,
36,Sat,2012-04-28,,Everton,4–0,Fulham,,,Phil Dowd,Match Report,
36,Sat,2012-04-28,,Sunderland,2–2,Bolton,,,Lee Probert,Match Report,
36,Sat,2012-04-28,,Norwich City,0–3,Liverpool,,,Mark Halsey,Match Report,
36,Sat,2012-04-28,,West Brom,0–0,Aston Villa,,,Mark Clattenburg,Match Report,
36,Sat,2012-04-28,,Stoke City,1–1,Arsenal,,,Chris Foy,Match Report,
36,Sun,2012-04-29,,Chelsea,6–1,QPR,,,Howard Webb,Match Report,
36,Sun,2012-04-29,,Tottenham,2–0,Blackburn,,,Mike Jones,Match Report,
36,Mon,2012-04-30,,Manchester City,1–0,Manchester Utd,,,Andre Marriner,Match Report,
,,,,,,,,,,,
34,Tue,2012-05-01,,Stoke City,1–1,Everton,,,Anthony Taylor,Match Report,
34,Tue,2012-05-01,,Liverpool,0–1,Fulham,,,Lee Probert,Match Report,
34,Wed,2012-05-02,,Chelsea,0–2,Newcastle Utd,,,Mark Halsey,Match Report,
34,Wed,2012-05-02,,Bolton,1–4,Tottenham,,,Mike Dean,Match Report,
,,,,,,,,,,,
37,Sat,2012-05-05,,Arsenal,3–3,Norwich City,,,Anthony Taylor,Match Report,
37,Sun,2012-05-06,,Aston Villa,1–1,Tottenham,,,Lee Probert,Match Report,
37,Sun,2012-05-06,,Manchester Utd,2–0,Swansea City,,,Chris Foy,Match Report,
37,Sun,2012-05-06,,Newcastle Utd,0–2,Manchester City,,,Howard Webb,Match Report,
37,Sun,2012-05-06,,Bolton,2–2,West Brom,,,Kevin Friend,Match Report,
37,Sun,2012-05-06,,Wolves,0–0,Everton,,,Lee Mason,Match Report,
37,Sun,2012-05-06,,Fulham,2–1,Sunderland,,,Martin Atkinson,Match Report,
37,Sun,2012-05-06,,QPR,1–0,Stoke City,,,Andre Marriner,Match Report,
37,Mon,2012-05-07,,Blackburn,0–1,Wigan Athletic,,,Mark Clattenburg,Match Report,
37,Tue,2012-05-08,,Liverpool,4–1,Chelsea,,,Kevin Friend,Match Report,
,,,,,,,,,,,
38,Sun,2012-05-13,,Tottenham,2–0,Fulham,,,Phil Dowd,Match Report,
38,Sun,2012-05-13,,West Brom,2–3,Arsenal,,,Mike Jones,Match Report,
38,Sun,2012-05-13,,Norwich City,2–0,Aston Villa,,,Martin Atkinson,Match Report,
38,Sun,2012-05-13,,Chelsea,2–1,Blackburn,,,Lee Mason,Match Report,
38,Sun,2012-05-13,,Stoke City,2–2,Bolton,,,Chris Foy,Match Report,
38,Sun,2012-05-13,,Sunderland,0–1,Manchester Utd,,,Howard Webb,Match Report,
38,Sun,2012-05-13,,Manchester City,3–2,QPR,,,Mike Dean,Match Report,
38,Sun,2012-05-13,,Wigan Athletic,3–2,Wolves,,,Michael Oliver,Match Report,
38,Sun,2012-05-13,,Swansea City,1–0,Liverpool,,,Mark Halsey,Match Report,
38,Sun,2012-05-13,,Everton,3–1,Newcastle Utd,,,Andre Marriner,Match Report,
