Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
30,Sun,2013-03-17,,Wigan Athletic,2–1,Newcastle Utd,,,Mark Halsey,Match Report,
,,,,,,,,,,,
31,Sat,2013-03-30,,Sunderland,0–1,Manchester Utd,,,Kevin Friend,Match Report,
31,Sat,2013-03-30,,Arsenal,4–1,Reading,,,Chris Foy,Match Report,
31,Sat,2013-03-30,,Wigan Athletic,1–0,Norwich City,,,Howard Webb,Match Report,
31,Sat,2013-03-30,,Everton,1–0,Stoke City,,,Mike Jones,Match Report,
31,Sat,2013-03-30,,Southampton,2–1,Chelsea,,,Jon Moss,Match Report,
31,Sat,2013-03-30,,Manchester City,4–0,Newcastle Utd,,,Neil Swarbrick,Match Report,
31,Sat,2013-03-30,,Swansea City,1–2,Tottenham,,,Anthony Taylor,Match Report,
31,Sat,2013-03-30,,West Ham,3–1,West Brom,,,Andre Marriner,Match Report,
31,Sun,2013-03-31,,Aston Villa,1–2,Liverpool,,,Lee Mason,Match Report,
31,Mon,2013-04-01,,Fulham,3–2,QPR,,,Lee Probert,Match Report,
,,,,,,,,,,,
32,Sat,2013-04-06,,Norwich City,2–2,Swansea City,,,Michael Oliver,Match Report,
32,Sat,2013-04-06,,West Brom,1–2,Arsenal,,,Howard Webb,Match Report,
32,Sat,2013-04-06,,Stoke City,1–3,Aston Villa,,,Mark Clattenburg,Match Report,
32,Sat,2013-04-06,,Reading,0–2,Southampton,,,Mike Jones,Match Report,
32,Sun,2013-04-07,,Newcastle Utd,1–0,Fulham,,,Kevin Friend,Match Report,
32,Sun,2013-04-07,,Chelsea,2–1,Sunderland,,,Neil Swarbrick,Match Report,
32,Sun,2013-04-07,,QPR,1–1,Wigan Athletic,,,Phil Dowd,Match Report,
32,Sun,2013-04-07,,Liverpool,0–0,West Ham,,,Anthony Taylor,Match Report,
32,Sun,2013-04-07,,Tottenham,2–2,Everton,,,Andre Marriner,Match Report,
32,Mon,2013-04-08,,Manchester Utd,1–2,Manchester City,,,Mike Dean,Match Report,
,,,,,,,,,,,
33,Sat,2013-04-13,,Aston Villa,1–1,Fulham,,,Phil Dowd,Match Report,
33,Sat,2013-04-13,,Southampton,1–1,West Ham,,,Mike Dean,Match Report,
33,Sat,2013-04-13,,Everton,2–0,QPR,,,Lee Mason,Match Report,
33,Sat,2013-04-13,,Reading,0–0,Liverpool,,,Mark Clattenburg,Match Report,
33,Sat,2013-04-13,,Arsenal,3–1,Norwich City,,,Mike Jones,Match Report,
33,Sun,2013-04-14,,Newcastle Utd,0–3,Sunderland,,,Howard Webb,Match Report,
33,Sun,2013-04-14,,Stoke City,0–2,Manchester Utd,,,Jon Moss,Match Report,
,,,,,,,,,,,
29,Tue,2013-04-16,,Arsenal,0–0,Everton,,,Neil Swarbrick,Match Report,
29,Wed,2013-04-17,,Manchester City,1–0,Wigan Athletic,,,Anthony Taylor,Match Report,
29,Wed,2013-04-17,,Fulham,0–3,Chelsea,,,Mike Dean,Match Report,
29,Wed,2013-04-17,,West Ham,2–2,Manchester Utd,,,Lee Probert,Match Report,
,,,,,,,,,,,
34,Sat,2013-04-20,,West Ham,2–0,Wigan Athletic,,,Neil Swarbrick,Match Report,
34,Sat,2013-04-20,,Norwich City,2–1,Reading,,,Mike Dean,Match Report,
34,Sat,2013-04-20,,Swansea City,0–0,Southampton,,,Mark Halsey,Match Report,
34,Sat,2013-04-20,,Fulham,0–1,Arsenal,,,Andre Marriner,Match Report,
34,Sat,2013-04-20,,Sunderland,1–0,Everton,,,Phil Dowd,Match Report,
34,Sat,2013-04-20,,QPR,0–2,Stoke City,,,Chris Foy,Match Report,
34,Sat,2013-04-20,,West Brom,1–1,Newcastle Utd,,,Mike Jones,Match Report,
34,Sun,2013-04-21,,Tottenham,3–1,Manchester City,,,Lee Mason,Match Report,
34,Sun,2013-04-21,,Liverpool,2–2,Chelsea,,,Kevin Friend,Match Report,
34,Mon,2013-04-22,,Manchester Utd,3–0,Aston Villa,,,Anthony Taylor,Match Report,
,,,,,,,,,,,
35,Sat,2013-04-27,,Everton,1–0,Fulham,,,Jon Moss,Match Report,
35,Sat,2013-04-27,,Wigan Athletic,2–2,Tottenham,,,Martin Atkinson,Match Report,
35,Sat,2013-04-27,,Manchester City,2–1,West Ham,,,Howard Webb,Match Report,
35,Sat,2013-04-27,,Newcastle Utd,0–6,Liverpool,,,Andre Marriner,Match Report,
35,Sat,2013-04-27,,Stoke City,1–0,Norwich City,,,Anthony Taylor,Match Report,
35,Sat,2013-04-27,,Southampton,0–3,West Brom,,,Bobby Madley,Match Report,
35,Sun,2013-04-28,,Arsenal,1–1,Manchester Utd,,,Phil Dowd,Match Report,
35,Sun,2013-04-28,,Chelsea,2–0,Swansea City,,,Mark Clattenburg,Match Report,
35,Sun,2013-04-28,,Reading,0–0,QPR,,,Kevin Friend,Match Report,
35,Mon,2013-04-29,,Aston Villa,6–1,Sunderland,,,Lee Probert,Match Report,
,,,,,,,,,,,
36,Sat,2013-05-04,,QPR,0–1,Arsenal,,,Jon Moss,Match Report,
36,Sat,2013-05-04,,West Brom,2–3,Wigan Athletic,,,Lee Probert,Match Report,
36,Sat,2013-05-04,,Fulham,2–4,Reading,,,Neil Swarbrick,Match Report,
36,Sat,2013-05-04,,Tottenham,1–0,Southampton,,,Mark Clattenburg,Match Report,
36,Sat,2013-05-04,,Swansea City,0–0,Manchester City,,,Mike Jones,Match Report,
36,Sat,2013-05-04,,West Ham,0–0,Newcastle Utd,,,Phil Dowd,Match Report,
36,Sat,2013-05-04,,Norwich City,1–2,Aston Villa,,,Kevin Friend,Match Report,
36,Sun,2013-05-05,,Liverpool,0–0,Everton,,,Michael Oliver,Match Report,
36,Sun,2013-05-05,,Manchester Utd,0–1,Chelsea,,,Howard Webb,Match Report,
36,Mon,2013-05-06,,Sunderland,1–1,Stoke City,,,Lee Mason,Match Report,
,,,,,,,,,,,
33,Tue,2013-05-07,,Wigan Athletic,2–3,Swansea City,,,Kevin Friend,Match Report,
33,Tue,2013-05-07,,Manchester City,1–0,West Brom,,,Phil Dowd,Match Report,
33,Wed,2013-05-08,,Chelsea,2–2,Tottenham,,,Mike Dean,Match Report,
,,,,,,,,,,,
37,Sat,2013-05-11,,Aston Villa,1–2,Chelsea,,,Lee Mason,Match Report,
37,Sun,2013-05-12,,Everton,2–0,West Ham,,,Phil Dowd,Match Report,
37,Sun,2013-05-12,,Manchester Utd,2–1,Swansea City,,,Jon Moss,Match Report,
37,Sun,2013-05-12,,QPR,1–2,Newcastle Utd,,,Lee Probert,Match Report,
37,Sun,2013-05-12,,Stoke City,1–2,Tottenham,,,Kevin Friend,Match Report,
37,Sun,2013-05-12,,Norwich City,4–0,West Brom,,,Howard Webb,Match Report,
37,Sun,2013-05-12,,Sunderland,1–1,Southampton,,,Mike Dean,Match Report,
37,Sun,2013-05-12,,Fulham,1–3,Liverpool,,,Mark Halsey,Match Report,
37,Tue,2013-05-14,,Reading,0–2,Manchester City,,,Martin Atkinson,Match Report,
37,Tue,2013-05-14,,Arsenal,4–1,Wigan Athletic,,,Mike Dean,Match Report,
,,,,,,,,,,,
38,Sun,2013-05-19,,West Ham,4–2,Reading,,,Mike Dean,Match Report,
38,Sun,2013-05-19,,Tottenham,1–0,Sunderland,,,Andre Marriner,Match Report,
38,Sun,2013-05-19,,Liverpool,1–0,QPR,,,Martin Atkinson,Match Report,
38,Sun,2013-05-19,,Manchester City,2–3,Norwich City,,,Mark Halsey,Match Report,
38,Sun,2013-05-19,,Newcastle Utd,0–1,Arsenal,,,Howard Webb,Match Report,
38,Sun,2013-05-19,,Wigan Athletic,2–2,Aston Villa,,,Neil Swarbrick,Match Report,
38,Sun,2013-05-19,,Southampton,1–1,Stoke City,,,Lee Probert,Match Report,
38,Sun,2013-05-19,,West Brom,5–5,Manchester Utd,,,Michael Oliver,Match Report,
38,Sun,2013-05-19,,Swansea City,0–3,Fulham,,,Lee Mason,Match Report,
38,Sun,2013-05-19,,Chelsea,2–1,Everton,,,Anthony Taylor,Match Report,
