Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
25,Sat,2014-02-08,,Aston Villa,0–2,West Ham,,VILLA PARK,Mike Dean,Match Report,
25,Sat,2014-02-08,,Crystal Palace,3–1,West Brom,,SELHURST PARK,Chris Foy,Match Report,
25,Sat,2014-02-08,,Southampton,2–2,Stoke City,,SAINT MARY´S,Craig Pawson,Match Report,
25,Sun,2014-02-09,,Tottenham,1–0,Everton,,WHITE HART LANE,Mark Clattenburg,Match Report,
25,Sun,2014-02-09,,Manchester Utd,2–2,Fulham,,OLD TRAFFORD,Kevin Friend,Match Report,
,,,,,,,,,,,
26,Tue,2014-02-11,,West Brom,1–1,Chelsea,,THE HAWTHORNS,Anthony Taylor,Match Report,
26,Tue,2014-02-11,,Cardiff City,0–0,Aston Villa,,NINIAN PARK,Chris Foy,Match Report,
26,Tue,2014-02-11,,Hull City,0–1,Southampton,,KINGSTON COMMUNICATI,Martin Atkinson,Match Report,
26,Tue,2014-02-11,,West Ham,2–0,Norwich City,,UPTON PARK,Michael Oliver,Match Report,
26,Wed,2014-02-12,,Stoke City,1–1,Swansea City,,BRITANNIA STADIUM,Jon Moss,Match Report,
26,Wed,2014-02-12,,Arsenal,0–0,Manchester Utd,,EMIRATES STADIUM,Mark Clattenburg,Match Report,
26,Wed,2014-02-12,,Fulham,2–3,Liverpool,,CRAVEN COTTAGE,Phil Dowd,Match Report,
26,Wed,2014-02-12,,Newcastle Utd,0–4,Tottenham,,ST JAMES PARK,Neil Swarbrick,Match Report,
,,,,,,,,,,,
27,Sat,2014-02-22,,Cardiff City,0–4,Hull City,,NINIAN PARK,Howard Webb,Match Report,
27,Sat,2014-02-22,,West Brom,1–1,Fulham,,THE HAWTHORNS,Mike Dean,Match Report,
27,Sat,2014-02-22,,West Ham,3–1,Southampton,,UPTON PARK,Mark Clattenburg,Match Report,
27,Sat,2014-02-22,,Crystal Palace,0–2,Manchester Utd,,SELHURST PARK,Michael Oliver,Match Report,
27,Sat,2014-02-22,,Manchester City,1–0,Stoke City,,CITY OF MANCHESTER,Chris Foy,Match Report,
27,Sat,2014-02-22,,Arsenal,4–1,Sunderland,,EMIRATES STADIUM,Andre Marriner,Match Report,
27,Sat,2014-02-22,,Chelsea,1–0,Everton,,STAMFORD BRIDGE,Lee Probert,Match Report,
27,Sun,2014-02-23,,Newcastle Utd,1–0,Aston Villa,,ST JAMES PARK,Martin Atkinson,Match Report,
27,Sun,2014-02-23,,Norwich City,1–0,Tottenham,,CARROW ROAD,Craig Pawson,Match Report,
27,Sun,2014-02-23,,Liverpool,4–3,Swansea City,,ANFIELD ROAD,Mike Jones,Match Report,
,,,,,,,,,,,
28,Sat,2014-03-01,,Everton,1–0,West Ham,,GOODISON PARK,Jon Moss,Match Report,
28,Sat,2014-03-01,,Fulham,1–3,Chelsea,,CRAVEN COTTAGE,Mark Clattenburg,Match Report,
28,Sat,2014-03-01,,Stoke City,1–0,Arsenal,,BRITANNIA STADIUM,Mike Jones,Match Report,
28,Sat,2014-03-01,,Hull City,1–4,Newcastle Utd,,KINGSTON COMMUNICATI,Kevin Friend,Match Report,
28,Sat,2014-03-01,,Southampton,0–3,Liverpool,,SAINT MARY´S,Lee Probert,Match Report,
28,Sun,2014-03-02,,Tottenham,1–0,Cardiff City,,WHITE HART LANE,Phil Dowd,Match Report,
28,Sun,2014-03-02,,Swansea City,1–1,Crystal Palace,,,Mike Dean,Match Report,
28,Sun,2014-03-02,,Aston Villa,4–1,Norwich City,,VILLA PARK,Anthony Taylor,Match Report,
,,,,,,,,,,,
29,Sat,2014-03-08,,Chelsea,4–0,Tottenham,,STAMFORD BRIDGE,Michael Oliver,Match Report,
29,Sat,2014-03-08,,Norwich City,1–1,Stoke City,,CARROW ROAD,Andre Marriner,Match Report,
29,Sat,2014-03-08,,Cardiff City,3–1,Fulham,,NINIAN PARK,Martin Atkinson,Match Report,
29,Sat,2014-03-08,,West Brom,0–3,Manchester Utd,,THE HAWTHORNS,Jon Moss,Match Report,
29,Sat,2014-03-08,,Crystal Palace,0–1,Southampton,,SELHURST PARK,Howard Webb,Match Report,
,,,,,,,,,,,
30,Sat,2014-03-15,,Everton,2–1,Cardiff City,,GOODISON PARK,Roger East,Match Report,
30,Sat,2014-03-15,,Aston Villa,1–0,Chelsea,,VILLA PARK,Chris Foy,Match Report,
30,Sat,2014-03-15,,Hull City,0–2,Manchester City,,KINGSTON COMMUNICATI,Lee Mason,Match Report,
30,Sat,2014-03-15,,Sunderland,0–0,Crystal Palace,,STADIUM OF LIGHT,Neil Swarbrick,Match Report,
30,Sat,2014-03-15,,Stoke City,3–1,West Ham,,BRITANNIA STADIUM,Craig Pawson,Match Report,
30,Sat,2014-03-15,,Southampton,4–2,Norwich City,,SAINT MARY´S,Kevin Friend,Match Report,
30,Sat,2014-03-15,,Fulham,1–0,Newcastle Utd,,CRAVEN COTTAGE,Howard Webb,Match Report,
30,Sat,2014-03-15,,Swansea City,1–2,West Brom,,,Martin Atkinson,Match Report,
30,Sun,2014-03-16,,Tottenham,0–1,Arsenal,,WHITE HART LANE,Mike Dean,Match Report,
30,Sun,2014-03-16,,Manchester Utd,0–3,Liverpool,,OLD TRAFFORD,Mark Clattenburg,Match Report,
,,,,,,,,,,,
31,Sat,2014-03-22,,Cardiff City,3–6,Liverpool,,NINIAN PARK,Neil Swarbrick,Match Report,
31,Sat,2014-03-22,,Manchester City,5–0,Fulham,,CITY OF MANCHESTER,Jon Moss,Match Report,
31,Sat,2014-03-22,,Norwich City,2–0,Sunderland,,CARROW ROAD,Phil Dowd,Match Report,
31,Sat,2014-03-22,,Everton,3–2,Swansea City,,GOODISON PARK,Michael Oliver,Match Report,
31,Sat,2014-03-22,,Chelsea,6–0,Arsenal,,STAMFORD BRIDGE,Andre Marriner,Match Report,
31,Sat,2014-03-22,,Hull City,2–0,West Brom,,KINGSTON COMMUNICATI,Chris Foy,Match Report,
31,Sat,2014-03-22,,Newcastle Utd,1–0,Crystal Palace,,ST JAMES PARK,Lee Probert,Match Report,
31,Sat,2014-03-22,,West Ham,0–2,Manchester Utd,,UPTON PARK,Lee Mason,Match Report,
31,Sun,2014-03-23,,Aston Villa,1–4,Stoke City,,VILLA PARK,Mark Clattenburg,Match Report,
31,Sun,2014-03-23,,Tottenham,3–2,Southampton,,WHITE HART LANE,Anthony Taylor,Match Report,
,,,,,,,,,,,
28,Tue,2014-03-25,,Manchester Utd,0–3,Manchester City,,OLD TRAFFORD,Michael Oliver,Match Report,
,,,,,,,,,,,
29,Tue,2014-03-25,,Newcastle Utd,0–3,Everton,,ST JAMES PARK,Lee Mason,Match Report,
29,Tue,2014-03-25,,Arsenal,2–2,Swansea City,,EMIRATES STADIUM,Lee Probert,Match Report,
29,Wed,2014-03-26,,West Ham,2–1,Hull City,,UPTON PARK,Mike Dean,Match Report,
29,Wed,2014-03-26,,Liverpool,2–1,Sunderland,,ANFIELD ROAD,Kevin Friend,Match Report,
,,,,,,,,,,,
32,Sat,2014-03-29,,Manchester Utd,4–1,Aston Villa,,OLD TRAFFORD,Martin Atkinson,Match Report,
32,Sat,2014-03-29,,Crystal Palace,1–0,Chelsea,,SELHURST PARK,Lee Mason,Match Report,
32,Sat,2014-03-29,,Stoke City,1–0,Hull City,,BRITANNIA STADIUM,Neil Swarbrick,Match Report,
32,Sat,2014-03-29,,West Brom,3–3,Cardiff City,,THE HAWTHORNS,Michael Oliver,Match Report,
32,Sat,2014-03-29,,Swansea City,3–0,Norwich City,,,Jon Moss,Match Report,
32,Sat,2014-03-29,,Southampton,4–0,Newcastle Utd,,SAINT MARY´S,Andre Marriner,Match Report,
32,Sat,2014-03-29,,Arsenal,1–1,Manchester City,,EMIRATES STADIUM,Mike Dean,Match Report,
32,Sun,2014-03-30,,Fulham,1–3,Everton,,CRAVEN COTTAGE,Anthony Taylor,Match Report,
32,Sun,2014-03-30,,Liverpool,4–0,Tottenham,,ANFIELD ROAD,Phil Dowd,Match Report,
32,Mon,2014-03-31,,Sunderland,1–2,West Ham,,STADIUM OF LIGHT,Howard Webb,Match Report,
,,,,,,,,,,,
33,Sat,2014-04-05,,Norwich City,0–1,West Brom,,CARROW ROAD,Mark Clattenburg,Match Report,
33,Sat,2014-04-05,,Newcastle Utd,0–4,Manchester Utd,,ST JAMES PARK,Kevin Friend,Match Report,
33,Sat,2014-04-05,,Cardiff City,0–3,Crystal Palace,,NINIAN PARK,Phil Dowd,Match Report,
33,Sat,2014-04-05,,Aston Villa,1–2,Fulham,,VILLA PARK,Michael Oliver,Match Report,
33,Sat,2014-04-05,,Hull City,1–0,Swansea City,,KINGSTON COMMUNICATI,Howard Webb,Match Report,
33,Sat,2014-04-05,,Chelsea,3–0,Stoke City,,STAMFORD BRIDGE,Lee Probert,Match Report,
33,Sat,2014-04-05,,Manchester City,4–1,Southampton,,CITY OF MANCHESTER,Chris Foy,Match Report,
33,Sun,2014-04-06,,Everton,3–0,Arsenal,,GOODISON PARK,Martin Atkinson,Match Report,
33,Sun,2014-04-06,,West Ham,1–2,Liverpool,,UPTON PARK,Anthony Taylor,Match Report,
33,Mon,2014-04-07,,Tottenham,5–1,Sunderland,,WHITE HART LANE,Lee Mason,Match Report,
,,,,,,,,,,,
34,Sat,2014-04-12,,Fulham,1–0,Norwich City,,CRAVEN COTTAGE,Mike Dean,Match Report,
34,Sat,2014-04-12,,Crystal Palace,1–0,Aston Villa,,SELHURST PARK,Howard Webb,Match Report,
34,Sat,2014-04-12,,Stoke City,1–0,Newcastle Utd,,BRITANNIA STADIUM,Mike Jones,Match Report,
34,Sat,2014-04-12,,Southampton,0–1,Cardiff City,,SAINT MARY´S,Jon Moss,Match Report,
34,Sat,2014-04-12,,Sunderland,0–1,Everton,,STADIUM OF LIGHT,Lee Probert,Match Report,
34,Sat,2014-04-12,,West Brom,3–3,Tottenham,,THE HAWTHORNS,Neil Swarbrick,Match Report,
34,Sun,2014-04-13,,Swansea City,0–1,Chelsea,,,Phil Dowd,Match Report,
34,Sun,2014-04-13,,Liverpool,3–2,Manchester City,,ANFIELD ROAD,Mark Clattenburg,Match Report,
34,Tue,2014-04-15,,Arsenal,3–1,West Ham,,EMIRATES STADIUM,Kevin Friend,Match Report,
,,,,,,,,,,,
26,Wed,2014-04-16,,Everton,2–3,Crystal Palace,,GOODISON PARK,Andre Marriner,Match Report,
26,Wed,2014-04-16,,Manchester City,2–2,Sunderland,,CITY OF MANCHESTER,Martin Atkinson,Match Report,
,,,,,,,,,,,
35,Sat,2014-04-19,,West Ham,0–1,Crystal Palace,,UPTON PARK,Martin Atkinson,Match Report,
35,Sat,2014-04-19,,Chelsea,1–2,Sunderland,,STAMFORD BRIDGE,Mike Dean,Match Report,
35,Sat,2014-04-19,,Aston Villa,0–0,Southampton,,VILLA PARK,Lee Mason,Match Report,
35,Sat,2014-04-19,,Newcastle Utd,1–2,Swansea City,,ST JAMES PARK,Chris Foy,Match Report,
35,Sat,2014-04-19,,Tottenham,3–1,Fulham,,WHITE HART LANE,Lee Probert,Match Report,
35,Sat,2014-04-19,,Cardiff City,1–1,Stoke City,,NINIAN PARK,Howard Webb,Match Report,
35,Sun,2014-04-20,,Hull City,0–3,Arsenal,,KINGSTON COMMUNICATI,Jon Moss,Match Report,
35,Sun,2014-04-20,,Everton,2–0,Manchester Utd,,GOODISON PARK,Mark Clattenburg,Match Report,
35,Sun,2014-04-20,,Norwich City,2–3,Liverpool,,CARROW ROAD,Andre Marriner,Match Report,
35,Mon,2014-04-21,,Manchester City,3–1,West Brom,,CITY OF MANCHESTER,Phil Dowd,Match Report,
,,,,,,,,,,,
36,Sat,2014-04-26,,Southampton,2–0,Everton,,SAINT MARY´S,Michael Oliver,Match Report,
36,Sat,2014-04-26,,Stoke City,0–1,Tottenham,,BRITANNIA STADIUM,Andre Marriner,Match Report,
36,Sat,2014-04-26,,Swansea City,4–1,Aston Villa,,,Mark Clattenburg,Match Report,
36,Sat,2014-04-26,,Manchester Utd,4–0,Norwich City,,OLD TRAFFORD,Lee Probert,Match Report,
36,Sat,2014-04-26,,Fulham,2–2,Hull City,,CRAVEN COTTAGE,Lee Mason,Match Report,
36,Sat,2014-04-26,,West Brom,1–0,West Ham,,THE HAWTHORNS,Mike Dean,Match Report,
36,Sun,2014-04-27,,Crystal Palace,0–2,Manchester City,,SELHURST PARK,Howard Webb,Match Report,
36,Sun,2014-04-27,,Sunderland,4–0,Cardiff City,,STADIUM OF LIGHT,Phil Dowd,Match Report,
36,Sun,2014-04-27,,Liverpool,0–2,Chelsea,,ANFIELD ROAD,Martin Atkinson,Match Report,
36,Mon,2014-04-28,,Arsenal,3–0,Newcastle Utd,,EMIRATES STADIUM,Neil Swarbrick,Match Report,
,,,,,,,,,,,
37,Sat,2014-05-03,,West Ham,2–0,Tottenham,,UPTON PARK,Phil Dowd,Match Report,
37,Sat,2014-05-03,,Swansea City,0–1,Southampton,,,Anthony Taylor,Match Report,
37,Sat,2014-05-03,,Manchester Utd,0–1,Sunderland,,OLD TRAFFORD,Howard Webb,Match Report,
37,Sat,2014-05-03,,Stoke City,4–1,Fulham,,BRITANNIA STADIUM,Chris Foy,Match Report,
37,Sat,2014-05-03,,Aston Villa,3–1,Hull City,,VILLA PARK,Mike Dean,Match Report,
37,Sat,2014-05-03,,Everton,2–3,Manchester City,,GOODISON PARK,Lee Probert,Match Report,
37,Sat,2014-05-03,,Newcastle Utd,3–0,Cardiff City,,ST JAMES PARK,Martin Atkinson,Match Report,
37,Sun,2014-05-04,,Chelsea,0–0,Norwich City,,STAMFORD BRIDGE,Neil Swarbrick,Match Report,
37,Sun,2014-05-04,,Arsenal,1–0,West Brom,,EMIRATES STADIUM,Mike Jones,Match Report,
37,Mon,2014-05-05,,Crystal Palace,3–3,Liverpool,,SELHURST PARK,Mark Clattenburg,Match Report,
,,,,,,,,,,,
34,Tue,2014-05-06,,Manchester Utd,3–1,Hull City,,OLD TRAFFORD,Craig Pawson,Match Report,
,,,,,,,,,,,
28,Wed,2014-05-07,,Sunderland,2–0,West Brom,,STADIUM OF LIGHT,Lee Mason,Match Report,
,,,,,,,,,,,
29,Wed,2014-05-07,,Manchester City,4–0,Aston Villa,,CITY OF MANCHESTER,Michael Oliver,Match Report,
,,,,,,,,,,,
38,Sun,2014-05-11,,Southampton,1–1,Manchester Utd,,SAINT MARY´S,Mike Dean,Match Report,
38,Sun,2014-05-11,,Manchester City,2–0,West Ham,,CITY OF MANCHESTER,Martin Atkinson,Match Report,
38,Sun,2014-05-11,,Fulham,2–2,Crystal Palace,,CRAVEN COTTAGE,Kevin Friend,Match Report,
38,Sun,2014-05-11,,Norwich City,0–2,Arsenal,,CARROW ROAD,Lee Mason,Match Report,
38,Sun,2014-05-11,,West Brom,1–2,Stoke City,,THE HAWTHORNS,Lee Probert,Match Report,
38,Sun,2014-05-11,,Sunderland,1–3,Swansea City,,STADIUM OF LIGHT,Chris Foy,Match Report,
38,Sun,2014-05-11,,Cardiff City,1–2,Chelsea,,NINIAN PARK,Michael Oliver,Match Report,
38,Sun,2014-05-11,,Liverpool,2–1,Newcastle Utd,,ANFIELD ROAD,Phil Dowd,Match Report,
38,Sun,2014-05-11,,Tottenham,3–0,Aston Villa,,WHITE HART LANE,Jon Moss,Match Report,
38,Sun,2014-05-11,,Hull City,0–2,Everton,,KINGSTON COMMUNICATI,Howard Webb,Match Report,
